relative_path,type,encoding,description,session_id,subject_id,gesture_id,trial_id,ok,sig_len,fs,n_sig,units,error,scan_batch
Session1/session1_participant31/session1_participant31_gesture1_trial1,wfdb_header_only_scan,binary(wfdb),"participant-existence check (session1/gesture1/trial1, mọi participant 1-43)",1,31,1,1,True,10240,2048,32,mV,,participant_existence
Session1/session1_participant32/session1_participant32_gesture1_trial1,wfdb_header_only_scan,binary(wfdb),"participant-existence check (session1/gesture1/trial1, mọi participant 1-43)",1,32,1,1,True,10240,2048,32,mV,,participant_existence
Session1/session1_participant33/session1_participant33_gesture1_trial1,wfdb_header_only_scan,binary(wfdb),"participant-existence check (session1/gesture1/trial1, mọi participant 1-43)",1,33,1,1,True,10240,2048,32,mV,,participant_existence
Session1/session1_participant34/session1_participant34_gesture1_trial1,wfdb_header_only_scan,binary(wfdb),"participant-existence check (session1/gesture1/trial1, mọi participant 1-43)",1,34,1,1,True,10240,2048,32,mV,,participant_existence
Session1/session1_participant35/session1_participant35_gesture1_trial1,wfdb_header_only_scan,binary(wfdb),"participant-existence check (session1/gesture1/trial1, mọi participant 1-43)",1,35,1,1,True,10240,2048,32,mV,,participant_existence
Session1/session1_participant36/session1_participant36_gesture1_trial1,wfdb_header_only_scan,binary(wfdb),"participant-existence check (session1/gesture1/trial1, mọi participant 1-43)",1,36,1,1,True,10240,2048,32,mV,,participant_existence
Session1/session1_participant37/session1_participant37_gesture1_trial1,wfdb_header_only_scan,binary(wfdb),"participant-existence check (session1/gesture1/trial1, mọi participant 1-43)",1,37,1,1,True,10240,2048,32,mV,,participant_existence
Session1/session1_participant38/session1_participant38_gesture1_trial1,wfdb_header_only_scan,binary(wfdb),"participant-existence check (session1/gesture1/trial1, mọi participant 1-43)",1,38,1,1,True,10240,2048,32,mV,,participant_existence
Session1/session1_participant39/session1_participant39_gesture1_trial1,wfdb_header_only_scan,binary(wfdb),"participant-existence check (session1/gesture1/trial1, mọi participant 1-43)",1,39,1,1,True,10240,2048,32,mV,,participant_existence
Session1/session1_participant40/session1_participant40_gesture1_trial1,wfdb_header_only_scan,binary(wfdb),"participant-existence check (session1/gesture1/trial1, mọi participant 1-43)",1,40,1,1,True,10240,2048,32,mV,,participant_existence
Session1/session1_participant41/session1_participant41_gesture1_trial1,wfdb_header_only_scan,binary(wfdb),"participant-existence check (session1/gesture1/trial1, mọi participant 1-43)",1,41,1,1,True,10240,2048,32,mV,,participant_existence
Session1/session1_participant42/session1_participant42_gesture1_trial1,wfdb_header_only_scan,binary(wfdb),"participant-existence check (session1/gesture1/trial1, mọi participant 1-43)",1,42,1,1,True,10240,2048,32,mV,,participant_existence
Session1/session1_participant43/session1_participant43_gesture1_trial1,wfdb_header_only_scan,binary(wfdb),"participant-existence check (session1/gesture1/trial1, mọi participant 1-43)",1,43,1,1,True,10240,2048,32,mV,,participant_existence
Session1/session1_participant43/session1_participant43_gesture1_trial2,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,1,2,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture1_trial3,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,1,3,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture1_trial4,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,1,4,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture1_trial5,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,1,5,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture1_trial6,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,1,6,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture1_trial7,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,1,7,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture2_trial1,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,2,1,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture2_trial2,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,2,2,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture2_trial3,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,2,3,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture2_trial4,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,2,4,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture2_trial5,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,2,5,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture2_trial6,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,2,6,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture2_trial7,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,2,7,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture3_trial1,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,3,1,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture3_trial2,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,3,2,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture3_trial3,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,3,3,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture3_trial4,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,3,4,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture3_trial5,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,3,5,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture3_trial6,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,3,6,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture3_trial7,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,3,7,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture4_trial1,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,4,1,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture4_trial2,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,4,2,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture4_trial3,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,4,3,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture4_trial4,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,4,4,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture4_trial5,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,4,5,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture4_trial6,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,4,6,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture4_trial7,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,4,7,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture5_trial1,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,5,1,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture5_trial2,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,5,2,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture5_trial3,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,5,3,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture5_trial4,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,5,4,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture5_trial5,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,5,5,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture5_trial6,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,5,6,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture5_trial7,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,5,7,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture6_trial1,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,6,1,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture6_trial2,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,6,2,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture6_trial3,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,6,3,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture6_trial4,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,6,4,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture6_trial5,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,6,5,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture6_trial6,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,6,6,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture6_trial7,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,6,7,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture7_trial1,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,7,1,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture7_trial2,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,7,2,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture7_trial3,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,7,3,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture7_trial4,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,7,4,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture7_trial5,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,7,5,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture7_trial6,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,7,6,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture7_trial7,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,7,7,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture8_trial1,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,8,1,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture8_trial2,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,8,2,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture8_trial3,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,8,3,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture8_trial4,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,8,4,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture8_trial5,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,8,5,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture8_trial6,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,8,6,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture8_trial7,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,8,7,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture9_trial1,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,9,1,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture9_trial2,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,9,2,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture9_trial3,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,9,3,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture9_trial4,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,9,4,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture9_trial5,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,9,5,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture9_trial6,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,9,6,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture9_trial7,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,9,7,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture10_trial1,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,10,1,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture10_trial2,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,10,2,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture10_trial3,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,10,3,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture10_trial4,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,10,4,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture10_trial5,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,10,5,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture10_trial6,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,10,6,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture10_trial7,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,10,7,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture11_trial1,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,11,1,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture11_trial2,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,11,2,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture11_trial3,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,11,3,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture11_trial4,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,11,4,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture11_trial5,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,11,5,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture11_trial6,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,11,6,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture11_trial7,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,11,7,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture12_trial1,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,12,1,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture12_trial2,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,12,2,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture12_trial3,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,12,3,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture12_trial4,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,12,4,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture12_trial5,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,12,5,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture12_trial6,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,12,6,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture12_trial7,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,12,7,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture13_trial1,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,13,1,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture13_trial2,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,13,2,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture13_trial3,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,13,3,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture13_trial4,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,13,4,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture13_trial5,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,13,5,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture13_trial6,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,13,6,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture13_trial7,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,13,7,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture14_trial1,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,14,1,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture14_trial2,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,14,2,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture14_trial3,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,14,3,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture14_trial4,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,14,4,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture14_trial5,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,14,5,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture14_trial6,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,14,6,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture14_trial7,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,14,7,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture15_trial1,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,15,1,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture15_trial2,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,15,2,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture15_trial3,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,15,3,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture15_trial4,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,15,4,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture15_trial5,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,15,5,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture15_trial6,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,15,6,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture15_trial7,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,15,7,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture16_trial1,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,16,1,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture16_trial2,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,16,2,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture16_trial3,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,16,3,True,10240,2048,32,mV,,sample_full_grid
Session1/session1_participant43/session1_participant43_gesture16_trial4,wfdb_header_only_scan,binary(wfdb),"full grid scan (3 participant mẫu: 1, 22, 43 x mọi session/gesture/trial)",1,43,16,4,True,10240,2048,32,mV,,sample_full_grid
